
This hub-height turbulence-parameter file was generated by TurbSim (from OpenFAST-v3.5.3) on 04-Jan-2025 at 17:25:25.

   Time      U       Uh       Ut        V        W        u'       v'       w'      u'w'     u'v'     v'w'     TKE      CTKE
 112.50    9.581    9.582    9.586   -0.182    0.257    0.481   -0.182    0.257    0.124   -0.087   -0.047    0.165    0.079
 113.00    9.607    9.607    9.608    0.008    0.136    0.507    0.008    0.136    0.069    0.004    0.001    0.138    0.035
 113.50    9.664    9.664    9.664   -0.020    0.055    0.564   -0.020    0.055    0.031   -0.012   -0.001    0.161    0.017
 114.00    9.503    9.504    9.504   -0.118   -0.038    0.403   -0.118   -0.038   -0.015   -0.048    0.004    0.089    0.025
 114.50    9.413    9.415    9.416   -0.167   -0.159    0.313   -0.167   -0.159   -0.050   -0.052    0.027    0.076    0.039
 115.00    9.408    9.408    9.410   -0.052   -0.172    0.308   -0.052   -0.172   -0.053   -0.016    0.009    0.064    0.028
 115.50    9.443    9.443    9.443   -0.056   -0.014    0.343   -0.056   -0.014   -0.005   -0.019    0.001    0.061    0.010
 116.00    9.509    9.511    9.513   -0.183   -0.173    0.409   -0.183   -0.173   -0.071   -0.075    0.032    0.116    0.054
 116.50    9.474    9.474    9.477   -0.014   -0.234    0.374   -0.014   -0.234   -0.088   -0.005    0.003    0.097    0.044
 117.00    9.338    9.338    9.338    0.016   -0.041    0.238    0.016   -0.041   -0.010    0.004   -0.001    0.029    0.005
 117.50    9.241    9.241    9.242   -0.070   -0.118    0.141   -0.070   -0.118   -0.017   -0.010    0.008    0.019    0.011
 118.00    9.233    9.234    9.238   -0.154   -0.259    0.133   -0.154   -0.259   -0.034   -0.020    0.040    0.054    0.028
 118.50    9.134    9.140    9.144   -0.318   -0.282    0.034   -0.318   -0.282   -0.010   -0.011    0.090    0.091    0.045
 119.00    9.371    9.372    9.379   -0.124   -0.376    0.271   -0.124   -0.376   -0.102   -0.033    0.046    0.115    0.058
 119.50    9.491    9.491    9.500    0.000   -0.416    0.391    0.000   -0.416   -0.163    0.000   -0.000    0.163    0.081
 120.00    9.301    9.301    9.304   -0.046   -0.212    0.201   -0.046   -0.212   -0.043   -0.009    0.010    0.044    0.022
 120.50    9.097    9.097    9.099    0.076   -0.184   -0.003    0.076   -0.184    0.001   -0.000   -0.014    0.020    0.007
 121.00    9.038    9.038    9.038   -0.044    0.056   -0.062   -0.044    0.056   -0.003    0.003   -0.002    0.004    0.003
 121.50    9.082    9.082    9.082    0.004   -0.061   -0.018    0.004   -0.061    0.001   -0.000   -0.000    0.002    0.001
 122.00    8.904    8.911    8.912    0.366   -0.108   -0.196    0.366   -0.108    0.021   -0.072   -0.040    0.092    0.042
 122.50    8.837    8.840    8.840    0.219   -0.091   -0.263    0.219   -0.091    0.024   -0.058   -0.020    0.063    0.033
 123.00    8.642    8.642    8.642   -0.043   -0.023   -0.458   -0.043   -0.023    0.010    0.020    0.001    0.106    0.011
 123.50    8.510    8.512    8.514   -0.196    0.204   -0.590   -0.196    0.204   -0.121    0.116   -0.040    0.214    0.086
 124.00    8.574    8.575    8.576   -0.064    0.157   -0.526   -0.064    0.157   -0.082    0.034   -0.010    0.153    0.045
 124.50    8.505    8.506    8.506   -0.145   -0.033   -0.595   -0.145   -0.033    0.020    0.086    0.005    0.188    0.044
 125.00    8.604    8.604    8.607   -0.064   -0.229   -0.496   -0.064   -0.229    0.114    0.032    0.015    0.151    0.059
 125.50    8.686    8.686    8.692   -0.044   -0.320   -0.414   -0.044   -0.320    0.133    0.018    0.014    0.138    0.067
 126.00    8.803    8.803    8.806   -0.035   -0.205   -0.297   -0.035   -0.205    0.061    0.010    0.007    0.065    0.031
 126.50    8.676    8.676    8.676   -0.110   -0.017   -0.424   -0.110   -0.017    0.007    0.047    0.002    0.096    0.024
 127.00    8.852    8.866    8.866   -0.481   -0.030   -0.248   -0.481   -0.030    0.007    0.119    0.014    0.147    0.060
 127.50    8.856    8.864    8.866   -0.373   -0.161   -0.244   -0.373   -0.161    0.039    0.091    0.060    0.112    0.058
 128.00    8.854    8.857    8.857   -0.216   -0.091   -0.246   -0.216   -0.091    0.022    0.053    0.020    0.058    0.030
 128.50    8.807    8.808    8.810   -0.165    0.163   -0.293   -0.165    0.163   -0.048    0.048   -0.027    0.070    0.037
 129.00    8.839    8.839    8.844    0.008    0.294   -0.261    0.008    0.294   -0.077   -0.002    0.002    0.077    0.038
 129.50    8.965    8.965    8.965   -0.088    0.083   -0.135   -0.088    0.083   -0.011    0.012   -0.007    0.016    0.009
 130.00    9.198    9.205    9.206   -0.355    0.152    0.098   -0.355    0.152    0.015   -0.035   -0.054    0.079    0.033
 130.50    9.178    9.197    9.197   -0.596    0.044    0.078   -0.596    0.044    0.003   -0.046   -0.026    0.182    0.027
 131.00    9.281    9.299    9.299   -0.581   -0.062    0.181   -0.581   -0.062   -0.011   -0.105    0.036    0.187    0.056
 131.50    9.048    9.092    9.092   -0.897    0.048   -0.052   -0.897    0.048   -0.002    0.047   -0.043    0.405    0.032
 132.00    8.857    8.909    8.911   -0.968    0.152   -0.243   -0.968    0.152   -0.037    0.236   -0.147    0.510    0.140
 132.50    8.866    8.907    8.907   -0.853    0.033   -0.234   -0.853    0.033   -0.008    0.200   -0.028    0.392    0.101
 133.00    8.647    8.682    8.682   -0.775    0.072   -0.453   -0.775    0.072   -0.033    0.351   -0.056    0.406    0.179
 133.50    8.427    8.456    8.457   -0.702    0.102   -0.673   -0.702    0.102   -0.069    0.472   -0.072    0.478    0.241
 134.00    8.355    8.379    8.379   -0.627   -0.050   -0.745   -0.627   -0.050    0.037    0.467    0.031    0.475    0.235
 134.50    8.344    8.357    8.357   -0.458    0.046   -0.756   -0.458    0.046   -0.035    0.346   -0.021    0.392    0.174
 135.00    8.561    8.567    8.569   -0.336    0.196   -0.539   -0.336    0.196   -0.106    0.181   -0.066    0.221    0.110
 135.50    8.855    8.862    8.865   -0.342    0.261   -0.245   -0.342    0.261   -0.064    0.084   -0.089    0.123    0.069
 136.00    8.621    8.622    8.622   -0.090    0.069   -0.479   -0.090    0.069   -0.033    0.043   -0.006    0.121    0.027
 136.50    8.515    8.516    8.518   -0.092    0.204   -0.585   -0.092    0.204   -0.119    0.054   -0.019    0.196    0.066
 137.00    8.596    8.596    8.597   -0.061    0.123   -0.504   -0.061    0.123   -0.062    0.031   -0.008    0.136    0.035
 137.50    8.765    8.765    8.766   -0.107    0.106   -0.335   -0.107    0.106   -0.035    0.036   -0.011    0.068    0.026
 138.00    8.611    8.619    8.620   -0.373    0.138   -0.489   -0.373    0.138   -0.067    0.183   -0.051    0.199    0.101
 138.50    8.436    8.436    8.436   -0.057    0.090   -0.664   -0.057    0.090   -0.060    0.038   -0.005    0.226    0.036
 139.00    8.590    8.591    8.592   -0.114    0.109   -0.510   -0.114    0.109   -0.056    0.058   -0.012    0.142    0.041
 139.50    8.630    8.631    8.634   -0.088    0.232   -0.470   -0.088    0.232   -0.109    0.041   -0.020    0.141    0.059
 140.00    8.634    8.637    8.647   -0.215    0.414   -0.466   -0.215    0.414   -0.193    0.100   -0.089    0.217    0.117
 140.50    8.795    8.796    8.799   -0.136    0.257   -0.305   -0.136    0.257   -0.078    0.042   -0.035    0.089    0.048
 141.00    8.933    8.933    8.933   -0.016   -0.016   -0.167   -0.016   -0.016    0.003    0.003    0.000    0.014    0.002
 141.50    8.825    8.826    8.827   -0.142    0.135   -0.275   -0.142    0.135   -0.037    0.039   -0.019    0.057    0.029
 142.00    8.902    8.908    8.908   -0.327    0.021   -0.198   -0.327    0.021   -0.004    0.065   -0.007    0.073    0.033
 142.50    8.834    8.835    8.835   -0.103    0.055   -0.266   -0.103    0.055   -0.015    0.027   -0.006    0.042    0.016
 143.00    8.738    8.738    8.738   -0.005   -0.014   -0.362   -0.005   -0.014    0.005    0.002    0.000    0.066    0.003
 143.50    8.706    8.707    8.708   -0.108    0.145   -0.394   -0.108    0.145   -0.057    0.042   -0.016    0.094    0.036
 144.00    8.629    8.629    8.629    0.053   -0.007   -0.471    0.053   -0.007    0.003   -0.025   -0.000    0.112    0.013
 144.50    8.647    8.648    8.648   -0.032   -0.037   -0.453   -0.032   -0.037    0.017    0.015    0.001    0.104    0.011
 145.00    8.684    8.685    8.685   -0.124    0.070   -0.416   -0.124    0.070   -0.029    0.051   -0.009    0.097    0.030
 145.50    8.861    8.861    8.861   -0.006    0.094   -0.239   -0.006    0.094   -0.023    0.002   -0.001    0.033    0.011
 146.00    8.715    8.720    8.723   -0.309    0.200   -0.385   -0.309    0.200   -0.077    0.119   -0.062    0.142    0.077
 146.50    8.638    8.645    8.654   -0.350    0.388   -0.462   -0.350    0.388   -0.179    0.162   -0.136    0.243    0.139
 147.00    8.454    8.463    8.476   -0.376    0.471   -0.646   -0.376    0.471   -0.304    0.243   -0.177    0.390    0.214
 147.50    8.320    8.322    8.324   -0.168    0.190   -0.780   -0.168    0.190   -0.148    0.131   -0.032    0.336    0.100
 148.00    8.435    8.439    8.441   -0.265    0.173   -0.665   -0.265    0.173   -0.115    0.177   -0.046    0.271    0.108
 148.50    8.605    8.609    8.609   -0.263    0.058   -0.495   -0.263    0.058   -0.029    0.130   -0.015    0.159    0.067
 149.00    8.629    8.634    8.637   -0.283    0.235   -0.471   -0.283    0.235   -0.111    0.133   -0.067    0.179    0.093
 149.50    8.909    8.922    8.927   -0.470    0.317   -0.191   -0.470    0.317   -0.060    0.090   -0.149    0.179    0.092
 150.00    9.073    9.095    9.101   -0.641    0.339   -0.027   -0.641    0.339   -0.009    0.018   -0.217    0.263    0.109
 150.50    8.830    8.846    8.853   -0.544    0.351   -0.270   -0.544    0.351   -0.095    0.147   -0.191    0.246    0.129
 151.00    8.775    8.782    8.784   -0.359    0.202   -0.325   -0.359    0.202   -0.066    0.117   -0.072    0.138    0.076
 151.50    8.752    8.758    8.759   -0.303    0.122   -0.348   -0.303    0.122   -0.042    0.105   -0.037    0.114    0.060
 152.00    9.024    9.030    9.031   -0.329   -0.109   -0.076   -0.329   -0.109    0.008    0.025    0.036    0.063    0.022
 152.50    9.205    9.211    9.213   -0.351   -0.156    0.105   -0.351   -0.156   -0.016   -0.037    0.055    0.079    0.034
 153.00    9.180    9.186    9.192   -0.354   -0.326    0.080   -0.354   -0.326   -0.026   -0.028    0.115    0.119    0.061
 153.50    9.273    9.275    9.275   -0.186   -0.064    0.173   -0.186   -0.064   -0.011   -0.032    0.012    0.034    0.018
 154.00    9.318    9.320    9.322   -0.225   -0.167    0.218   -0.225   -0.167   -0.036   -0.049    0.038    0.063    0.036
 154.50    9.213    9.223    9.223   -0.414   -0.065    0.113   -0.414   -0.065   -0.007   -0.047    0.027    0.094    0.027
 155.00    9.231    9.244    9.244   -0.478   -0.066    0.131   -0.478   -0.066   -0.009   -0.063    0.031    0.125    0.035
 155.50    9.087    9.111    9.111   -0.655    0.018   -0.013   -0.655    0.018   -0.000    0.008   -0.012    0.215    0.007
 156.00    8.865    8.897    8.900   -0.747   -0.232   -0.235   -0.747   -0.232    0.054    0.175    0.173    0.333    0.126
 156.50    9.019    9.047    9.047   -0.718   -0.083   -0.081   -0.718   -0.083    0.007    0.058    0.060    0.265    0.042
 157.00    9.016    9.048    9.048   -0.753   -0.007   -0.084   -0.753   -0.007    0.001    0.063    0.005    0.287    0.032
 157.50    8.980    8.991    8.991   -0.442    0.078   -0.120   -0.442    0.078   -0.009    0.053   -0.034    0.108    0.032
 158.00    8.783    8.797    8.797   -0.492    0.064   -0.317   -0.492    0.064   -0.020    0.156   -0.032    0.173    0.080
 158.50    8.819    8.821    8.822   -0.213   -0.123   -0.281   -0.213   -0.123    0.034    0.060    0.026    0.070    0.037
 159.00    8.844    8.844    8.846   -0.001   -0.149   -0.256   -0.001   -0.149    0.038    0.000    0.000    0.044    0.019
 159.50    8.777    8.777    8.780   -0.089   -0.219   -0.323   -0.089   -0.219    0.071    0.029    0.019    0.080    0.039
 160.00    8.717    8.721    8.721   -0.257   -0.091   -0.383   -0.257   -0.091    0.035    0.098    0.023    0.110    0.054
 160.50    8.882    8.885    8.890   -0.251   -0.275   -0.218   -0.251   -0.275    0.060    0.055    0.069    0.093    0.053
 161.00    8.930    8.935    8.938   -0.313   -0.225   -0.170   -0.313   -0.225    0.038    0.053    0.070    0.089    0.048
 161.50    8.848    8.849    8.853   -0.080   -0.278   -0.252   -0.080   -0.278    0.070    0.020    0.022    0.073    0.038
 162.00    8.875    8.875    8.876   -0.106   -0.104   -0.225   -0.106   -0.104    0.023    0.024    0.011    0.036    0.018
 162.50    8.950    8.952    8.952   -0.206    0.081   -0.150   -0.206    0.081   -0.012    0.031   -0.017    0.036    0.019
 163.00    8.972    8.973    8.975   -0.121   -0.182   -0.128   -0.121   -0.182    0.023    0.016    0.022    0.032    0.018
 163.50    8.977    8.978    8.979    0.077   -0.144   -0.123    0.077   -0.144    0.018   -0.009   -0.011    0.021    0.011
 164.00    9.031    9.031    9.033   -0.022   -0.154   -0.069   -0.022   -0.154    0.011    0.001    0.003    0.014    0.006
 164.50    9.063    9.063    9.064    0.039   -0.141   -0.037    0.039   -0.141    0.005   -0.001   -0.006    0.011    0.004
 165.00    9.121    9.122    9.124    0.158   -0.152    0.021    0.158   -0.152   -0.003    0.003   -0.024    0.024    0.012
 165.50    9.091    9.094    9.095    0.258   -0.131   -0.009    0.258   -0.131    0.001   -0.002   -0.034    0.042    0.017
 166.00    9.206    9.208    9.214    0.198   -0.341    0.106    0.198   -0.341   -0.036    0.021   -0.067    0.083    0.040
 166.50    9.347    9.348    9.349    0.114   -0.140    0.247    0.114   -0.140   -0.035    0.028   -0.016    0.047    0.024
 167.00    9.193    9.194    9.195   -0.166   -0.057    0.093   -0.166   -0.057   -0.005   -0.015    0.009    0.020    0.009
 167.50    9.118    9.133    9.135   -0.537   -0.180    0.018   -0.537   -0.180   -0.003   -0.010    0.096    0.160    0.048
 168.00    9.005    9.014    9.020   -0.418   -0.321   -0.095   -0.418   -0.321    0.031    0.040    0.134    0.143    0.072
 168.50    9.030    9.038    9.039   -0.374   -0.159   -0.070   -0.374   -0.159    0.011    0.026    0.059    0.085    0.033
 169.00    9.179    9.180    9.181    0.162   -0.078    0.079    0.162   -0.078   -0.006    0.013   -0.013    0.019    0.010
 169.50    9.038    9.041    9.041    0.233   -0.019   -0.062    0.233   -0.019    0.001   -0.014   -0.004    0.029    0.008
 170.00    8.848    8.851    8.855    0.233   -0.254   -0.252    0.233   -0.254    0.064   -0.059   -0.059    0.091    0.053
 170.50    8.942    8.943    8.944    0.071   -0.134   -0.158    0.071   -0.134    0.021   -0.011   -0.010    0.024    0.013
 171.00    8.931    8.932    8.933    0.133   -0.070   -0.169    0.133   -0.070    0.012   -0.023   -0.009    0.026    0.014
 171.50    9.109    9.115    9.117    0.324    0.188    0.009    0.324    0.188    0.002    0.003    0.061    0.070    0.030
 172.00    9.231    9.240    9.241    0.422   -0.122    0.131    0.422   -0.122   -0.016    0.055   -0.051    0.105    0.039
 172.50    9.332    9.338    9.341    0.311   -0.237    0.232    0.311   -0.237   -0.055    0.072   -0.074    0.103    0.059
 173.00    9.335    9.355    9.362    0.607   -0.349    0.235    0.607   -0.349   -0.082    0.143   -0.212    0.273    0.134
 173.50    9.242    9.276    9.291    0.786   -0.539    0.142    0.786   -0.539   -0.077    0.112   -0.424    0.464    0.222
 174.00    9.161    9.182    9.186    0.625   -0.280    0.061    0.625   -0.280   -0.017    0.038   -0.175    0.236    0.090
 174.50    9.343    9.353    9.355    0.429   -0.193    0.243    0.429   -0.193   -0.047    0.104   -0.083    0.140    0.070
 175.00    9.185    9.189    9.189    0.264   -0.050    0.085    0.264   -0.050   -0.004    0.023   -0.013    0.040    0.013
 175.50    9.126    9.136    9.136    0.437    0.024    0.026    0.437    0.024    0.001    0.011    0.010    0.096    0.008
 176.00    9.294    9.308    9.308    0.503   -0.104    0.194    0.503   -0.104   -0.020    0.098   -0.052    0.151    0.056
 176.50    9.247    9.256    9.256    0.410   -0.083    0.147    0.410   -0.083   -0.012    0.060   -0.034    0.098    0.035
 177.00    9.151    9.156    9.158    0.299   -0.199    0.051    0.299   -0.199   -0.010    0.015   -0.059    0.066    0.031
 177.50    9.006    9.013    9.016    0.361   -0.222   -0.094    0.361   -0.222    0.021   -0.034   -0.080    0.094    0.045
 178.00    9.019    9.027    9.027    0.369   -0.059   -0.081    0.369   -0.059    0.005   -0.030   -0.022    0.073    0.019
 178.50    9.263    9.263    9.264    0.129    0.107    0.163    0.129    0.107    0.017    0.021    0.014    0.027    0.015
 179.00    9.529    9.531    9.532   -0.200    0.100    0.429   -0.200    0.100    0.043   -0.086   -0.020    0.117    0.049
 179.50    9.737    9.740    9.740   -0.216   -0.077    0.637   -0.216   -0.077   -0.049   -0.138    0.017    0.229    0.074
 180.00    9.759    9.759    9.762   -0.018   -0.229    0.659   -0.018   -0.229   -0.151   -0.012    0.004    0.244    0.076
 180.50    9.858    9.859    9.862   -0.091   -0.241    0.758   -0.091   -0.241   -0.183   -0.069    0.022    0.321    0.098
 181.00    9.740    9.740    9.740    0.018   -0.110    0.640    0.018   -0.110   -0.070    0.012   -0.002    0.211    0.036
 181.50    9.786    9.791    9.793    0.287   -0.206    0.686    0.287   -0.206   -0.141    0.197   -0.059    0.298    0.125
 182.00    9.544    9.554    9.559    0.436   -0.325    0.444    0.436   -0.325   -0.144    0.193   -0.142    0.246    0.140
 182.50    9.727    9.735    9.742    0.400   -0.359    0.627    0.400   -0.359   -0.225    0.251   -0.144    0.341    0.183
 183.00    9.650    9.660    9.666    0.434   -0.325    0.550    0.434   -0.325   -0.179    0.239   -0.141    0.298    0.165
 183.50    9.913    9.932    9.933    0.603   -0.135    0.813    0.603   -0.135   -0.110    0.490   -0.081    0.522    0.254
 184.00    9.760    9.790    9.790    0.767   -0.101    0.660    0.767   -0.101   -0.067    0.506   -0.078    0.517    0.258
 184.50    9.488    9.506    9.506    0.577   -0.106    0.388    0.577   -0.106   -0.041    0.224   -0.061    0.247    0.118
 185.00    9.333    9.354    9.360    0.626   -0.338    0.233    0.626   -0.338   -0.079    0.146   -0.212    0.280    0.134
 185.50    9.494    9.509    9.511    0.533   -0.189    0.394    0.533   -0.189   -0.074    0.210   -0.101    0.238    0.122
 186.00    9.578    9.579    9.580    0.140    0.116    0.478    0.140    0.116    0.055    0.067    0.016    0.131    0.044
 186.50    9.596    9.597    9.597   -0.113    0.100    0.496   -0.113    0.100    0.049   -0.056   -0.011    0.134    0.038
 187.00    9.696    9.697    9.697    0.078   -0.075    0.596    0.078   -0.075   -0.045    0.046   -0.006    0.184    0.032
 187.50    9.781    9.782    9.782    0.161    0.058    0.681    0.161    0.058    0.039    0.110    0.009    0.246    0.059
 188.00    9.827    9.827    9.828    0.007    0.097    0.727    0.007    0.097    0.071    0.005    0.001    0.269    0.035
 188.50    9.783    9.788    9.790    0.285    0.238    0.683    0.285    0.238    0.163    0.194    0.068    0.302    0.131
 189.00    9.702    9.713    9.728    0.464    0.533    0.602    0.464    0.533    0.321    0.279    0.247    0.431    0.246
 189.50    9.802    9.818    9.822    0.554    0.279    0.702    0.554    0.279    0.196    0.389    0.155    0.439    0.231
 190.00    9.854    9.874    9.881    0.627    0.359    0.754    0.627    0.359    0.271    0.473    0.225    0.545    0.295
 190.50   10.040   10.062   10.063    0.668    0.180    0.940    0.668    0.180    0.169    0.628    0.120    0.681    0.331
 191.00   10.125   10.140   10.141    0.547    0.139    1.025    0.547    0.139    0.143    0.560    0.076    0.684    0.292
 191.50   10.038   10.050   10.051    0.507   -0.074    0.938    0.507   -0.074   -0.069    0.475   -0.038    0.571    0.241
 192.00   10.227   10.246   10.246    0.622    0.012    1.127    0.622    0.012    0.014    0.701    0.007    0.829    0.351
 192.50    9.863    9.874    9.874    0.453    0.038    0.763    0.453    0.038    0.029    0.346    0.017    0.395    0.174
 193.00   10.016   10.032   10.033    0.576   -0.079    0.916    0.576   -0.079   -0.072    0.527   -0.045    0.588    0.267
 193.50   10.027   10.045   10.046    0.605    0.077    0.927    0.605    0.077    0.071    0.561    0.046    0.616    0.284
 194.00   10.108   10.114   10.114    0.345    0.070    1.008    0.345    0.070    0.071    0.347    0.024    0.570    0.178
 194.50    9.828    9.830    9.830    0.206    0.034    0.728    0.206    0.034    0.024    0.150    0.007    0.287    0.076
 195.00    9.825    9.826    9.826    0.122    0.059    0.725    0.122    0.059    0.043    0.088    0.007    0.272    0.049
 195.50    9.911    9.915    9.915   -0.277    0.104    0.811   -0.277    0.104    0.084   -0.225   -0.029    0.372    0.121
 196.00   10.053   10.056   10.057   -0.257    0.154    0.953   -0.257    0.154    0.146   -0.245   -0.039    0.499    0.144
 196.50   10.088   10.088   10.088   -0.082    0.077    0.988   -0.082    0.077    0.076   -0.081   -0.006    0.494    0.055
 197.00   10.065   10.069   10.069   -0.279    0.022    0.965   -0.279    0.022    0.021   -0.270   -0.006    0.505    0.135
 197.50   10.200   10.208   10.208   -0.390   -0.001    1.100   -0.390   -0.001   -0.001   -0.429    0.000    0.681    0.215
 198.00   10.306   10.316   10.316   -0.446    0.039    1.206   -0.446    0.039    0.047   -0.538   -0.017    0.828    0.270
 198.50   10.289   10.309   10.311   -0.649   -0.153    1.189   -0.649   -0.153   -0.182   -0.772    0.100    0.929    0.400
 199.00   10.108   10.112   10.112   -0.303   -0.016    1.008   -0.303   -0.016   -0.016   -0.306    0.005    0.554    0.153
 199.50   10.086   10.087   10.088   -0.192   -0.115    0.986   -0.192   -0.115   -0.114   -0.190    0.022    0.511    0.111
 200.00   10.313   10.317   10.320   -0.304   -0.227    1.213   -0.304   -0.227   -0.275   -0.368    0.069    0.807    0.232
 200.50   10.466   10.468   10.469   -0.193   -0.096    1.366   -0.193   -0.096   -0.131   -0.264    0.018    0.957    0.147
 201.00   10.374   10.377   10.379   -0.249   -0.225    1.274   -0.249   -0.225   -0.287   -0.317    0.056    0.867    0.216
 201.50   10.482   10.487   10.488   -0.330   -0.145    1.382   -0.330   -0.145   -0.201   -0.456    0.048    1.020    0.250
 202.00   10.226   10.230   10.230   -0.284   -0.078    1.126   -0.284   -0.078   -0.087   -0.320    0.022    0.677    0.166
 202.50   10.029   10.029   10.031   -0.047   -0.205    0.929   -0.047   -0.205   -0.190   -0.043    0.010    0.453    0.098
 203.00    9.815    9.815    9.815    0.049   -0.002    0.715    0.049   -0.002   -0.002    0.035   -0.000    0.257    0.018
 203.50    9.529    9.530    9.532    0.111    0.217    0.429    0.111    0.217    0.093    0.048    0.024    0.122    0.054
 204.00    9.446    9.448    9.448    0.211   -0.012    0.346    0.211   -0.012   -0.004    0.073   -0.003    0.082    0.037
 204.50    9.582    9.582    9.583    0.060    0.101    0.482    0.060    0.101    0.049    0.029    0.006    0.123    0.029
 205.00    9.536    9.536    9.543   -0.092    0.366    0.436   -0.092    0.366    0.159   -0.040   -0.034    0.166    0.084
 205.50    9.621    9.621    9.630    0.017    0.396    0.521    0.017    0.396    0.207    0.009    0.007    0.215    0.103
 206.00    9.662    9.662    9.663    0.033    0.127    0.562    0.033    0.127    0.071    0.018    0.004    0.166    0.037
 206.50    9.803    9.803    9.804   -0.112   -0.102    0.703   -0.112   -0.102   -0.072   -0.079    0.011    0.258    0.054
 207.00    9.907    9.907    9.907    0.013   -0.021    0.807    0.013   -0.021   -0.017    0.010   -0.000    0.326    0.010
 207.50    9.890    9.890    9.890    0.009   -0.004    0.790    0.009   -0.004   -0.003    0.007   -0.000    0.312    0.004
 208.00    9.795    9.797    9.798   -0.207   -0.116    0.695   -0.207   -0.116   -0.081   -0.144    0.024    0.270    0.083
 208.50    9.859    9.860    9.862   -0.126   -0.174    0.759   -0.126   -0.174   -0.132   -0.096    0.022    0.311    0.082
 209.00    9.715    9.716    9.717   -0.118   -0.168    0.615   -0.118   -0.168   -0.103   -0.072    0.020    0.210    0.064
 209.50    9.790    9.790    9.791    0.025   -0.171    0.690    0.025   -0.171   -0.118    0.017   -0.004    0.253    0.060
 210.00    9.523    9.523    9.524   -0.019   -0.150    0.423   -0.019   -0.150   -0.063   -0.008    0.003    0.101    0.032
 210.50    9.488    9.493    9.493   -0.294   -0.046    0.388   -0.294   -0.046   -0.018   -0.114    0.013    0.120    0.058
 211.00    9.781    9.783    9.783   -0.171    0.072    0.681   -0.171    0.072    0.049   -0.117   -0.012    0.249    0.064
 211.50    9.648    9.648    9.649   -0.074    0.089    0.548   -0.074    0.089    0.049   -0.041   -0.007    0.157    0.032
 212.00    9.355    9.357    9.357   -0.186    0.075    0.255   -0.186    0.075    0.019   -0.047   -0.014    0.053    0.027
 212.50    9.491    9.497    9.500   -0.353    0.219    0.391   -0.353    0.219    0.086   -0.138   -0.077    0.163    0.090
 213.00    9.665    9.671    9.671   -0.348    0.053    0.565   -0.348    0.053    0.030   -0.197   -0.018    0.221    0.100
 213.50    9.646    9.653    9.653   -0.372    0.040    0.546   -0.372    0.040    0.022   -0.203   -0.015    0.219    0.102
 214.00    9.820    9.826    9.826   -0.330   -0.089    0.720   -0.330   -0.089   -0.064   -0.238    0.029    0.318    0.124
 214.50    9.896    9.902    9.904   -0.343   -0.201    0.796   -0.343   -0.201   -0.160   -0.273    0.069    0.396    0.162
 215.00    9.733    9.745    9.745   -0.474   -0.053    0.633   -0.474   -0.053   -0.034   -0.300    0.025    0.314    0.152
 215.50    9.729    9.731    9.731   -0.197   -0.047    0.629   -0.197   -0.047   -0.030   -0.124    0.009    0.218    0.064
 216.00    9.526    9.526    9.529   -0.002    0.254    0.426   -0.002    0.254    0.108   -0.001   -0.001    0.123    0.054
 216.50    9.530    9.533    9.537    0.254    0.272    0.430    0.254    0.272    0.117    0.109    0.069    0.162    0.087
 217.00    9.362    9.373    9.373    0.448    0.043    0.262    0.448    0.043    0.011    0.118    0.019    0.136    0.060
 217.50    9.366    9.366    9.366   -0.007   -0.084    0.266   -0.007   -0.084   -0.022   -0.002    0.001    0.039    0.011
 218.00    9.511    9.512    9.512    0.033   -0.059    0.411    0.033   -0.059   -0.024    0.014   -0.002    0.087    0.014
 218.50    9.294    9.296    9.308    0.179   -0.469    0.194    0.179   -0.469   -0.091    0.035   -0.084    0.145    0.064
 219.00    9.330    9.333    9.340    0.234   -0.370    0.230    0.234   -0.370   -0.085    0.054   -0.087    0.122    0.066
 219.50    9.496    9.500    9.501    0.290   -0.095    0.396    0.290   -0.095   -0.037    0.115   -0.027    0.125    0.062
 220.00    9.459    9.470    9.471    0.454    0.117    0.359    0.454    0.117    0.042    0.163    0.053    0.174    0.088
 220.50    9.395    9.405    9.405    0.426    0.125    0.295    0.426    0.125    0.037    0.126    0.053    0.142    0.071
 221.00    9.545    9.549    9.551    0.280    0.213    0.445    0.280    0.213    0.095    0.124    0.060    0.161    0.084
 221.50    9.422    9.431    9.432    0.408   -0.110    0.322    0.408   -0.110   -0.036    0.132   -0.045    0.141    0.072
 222.00    9.554    9.576    9.576    0.645   -0.000    0.454    0.645   -0.000   -0.000    0.293   -0.000    0.311    0.146
 222.50    9.791    9.806    9.806    0.546    0.003    0.691    0.546    0.003    0.002    0.377    0.002    0.388    0.189
 223.00    9.728    9.744    9.753    0.555    0.424    0.628    0.555    0.424    0.266    0.348    0.235    0.441    0.249
 223.50    9.566    9.573    9.574    0.365    0.174    0.466    0.365    0.174    0.081    0.170    0.063    0.190    0.099
 224.00    9.475    9.479    9.482    0.278    0.222    0.375    0.278    0.222    0.083    0.104    0.062    0.134    0.074
 224.50    9.390    9.396    9.399    0.330    0.229    0.290    0.330    0.229    0.066    0.096    0.076    0.123    0.070
 225.00    9.405    9.405    9.408    0.003    0.233    0.305    0.003    0.233    0.071    0.001    0.001    0.074    0.035
 225.50    9.502    9.505    9.510    0.257    0.302    0.402    0.257    0.302    0.121    0.103    0.078    0.159    0.089
